FilePath,File,Set,NumberOfNodes,NumberOfArcs,Density,NumberOfPaths,AveragePathLength,StdvPathLength,InDegreeEntropy,OutDegreeEntropy,InDegreeHeterogeneity,OutDegreeHeterogeneity,BetweennessHeterogeneity,Modularity
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV123.rcp,EV123.rcp,TF (high SP),32,37,0.037298387096774195,7,18.0,4.6291004988627575,0.5818786450459386,0.645245670517286,41.139517896274654,38.14755295836377,50.09508872702047,0.564645726807889
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV124.rcp,EV124.rcp,TF (high SP),32,38,0.038306451612903226,13,15.384615384615385,6.557889687983728,0.645245670517286,0.6565276849329176,41.13019390581717,36.875346260387815,53.5329014133799,0.5588642659279779
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV125.rcp,EV125.rcp,TF (high SP),32,39,0.03931451612903226,16,14.4375,5.905175166749925,0.715537563594637,0.746240629558507,42.414201183431956,38.374753451676526,51.183072141770815,0.5299145299145299
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV126.rcp,EV126.rcp,TF (high SP),32,37,0.037298387096774195,11,15.272727272727273,5.118432094639727,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,48.90069302026163,0.5617238860482104
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV127.rcp,EV127.rcp,TF (high SP),32,37,0.037298387096774195,12,14.666666666666666,5.153208277913436,0.5818786450459386,0.6150342641411843,41.139517896274654,36.65157048940833,50.941170669628285,0.5412710007304602
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV128.rcp,EV128.rcp,TF (high SP),32,38,0.038306451612903226,13,14.538461538461538,5.624334280132588,0.6995144908036165,0.645245670517286,38.29362880886426,41.13019390581717,49.46968847260238,0.5422437673130194
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV129.rcp,EV129.rcp,TF (high SP),32,38,0.038306451612903226,13,13.615384615384615,6.032456592830047,0.6565276849329176,0.645245670517286,36.875346260387815,41.13019390581717,51.73222923950747,0.5277008310249307
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV13.rcp,EV13.rcp,TF (high SP),32,41,0.04133064516129032,22,20.90909090909091,3.8836380660534235,0.8207838306959253,0.8207838306959253,38.37715645449138,38.37715645449138,50.73859083837778,0.5722784057108864
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV130.rcp,EV130.rcp,TF (high SP),32,37,0.037298387096774195,7,18.0,5.42481072744215,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,51.47993125994433,0.5682980277574873
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV131.rcp,EV131.rcp,TF (high SP),32,38,0.038306451612903226,8,18.0,4.031128874149275,0.5067352576114265,0.6995144908036165,51.05817174515236,38.29362880886426,53.78155174670289,0.5588642659279778
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV132.rcp,EV132.rcp,TF (high SP),32,36,0.036290322580645164,6,17.833333333333332,7.602996485304695,0.2771133574914559,0.5670577918394442,52.148148148148145,36.34567901234568,51.62607265784664,0.5810185185185186
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV133.rcp,EV133.rcp,TF (high SP),32,37,0.037298387096774195,9,17.444444444444443,5.833068777069639,0.5067352576114265,0.6150342641411843,45.62746530314098,36.65157048940833,47.93625857519417,0.5712198685171659
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV134.rcp,EV134.rcp,TF (high SP),32,38,0.038306451612903226,11,16.181818181818183,5.04197259049529,0.6995144908036165,0.6565276849329176,38.29362880886426,36.875346260387815,44.050989969071885,0.546398891966759
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV135.rcp,EV135.rcp,TF (high SP),32,38,0.038306451612903226,12,15.416666666666666,5.298715777326511,0.6995144908036165,0.6565276849329176,38.29362880886426,36.875346260387815,44.43121622008064,0.5373961218836565
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV136.rcp,EV136.rcp,TF (high SP),32,37,0.037298387096774195,10,16.5,6.296824596572466,0.5818786450459386,0.6150342641411843,41.139517896274654,36.65157048940833,50.7289551835753,0.5551497443389335
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV137.rcp,EV137.rcp,TF (high SP),32,38,0.038306451612903226,11,15.818181818181818,4.969327406805982,0.6565276849329176,0.6995144908036165,36.875346260387815,38.29362880886426,46.00262643455429,0.5470914127423823
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV138.rcp,EV138.rcp,TF (high SP),32,38,0.038306451612903226,11,15.090909090909092,6.68042657122685,0.5067352576114265,0.6565276849329176,51.05817174515236,36.875346260387815,52.921082173974824,0.5623268698060941
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV139.rcp,EV139.rcp,TF (high SP),32,39,0.03931451612903226,16,15.0,5.744562646538029,0.715537563594637,0.6922390496806912,42.414201183431956,37.02827087442472,50.56846368595611,0.5489809335963182
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV14.rcp,EV14.rcp,TF (high SP),32,39,0.03931451612903226,27,17.444444444444443,3.7449554547450483,0.7343806706964617,0.6922390496806912,39.72123602892834,37.02827087442472,61.15928005643804,0.5621301775147929
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV140.rcp,EV140.rcp,TF (high SP),32,38,0.038306451612903226,14,15.928571428571429,5.3647564944644,0.6995144908036165,0.6995144908036165,38.29362880886426,38.29362880886426,49.980675901096525,0.5443213296398891
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV141.rcp,EV141.rcp,TF (high SP),32,37,0.037298387096774195,9,16.88888888888889,4.581228472908512,0.645245670517286,0.6150342641411843,38.14755295836377,36.65157048940833,45.26611822942483,0.5602629656683711
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV142.rcp,EV142.rcp,TF (high SP),32,39,0.03931451612903226,12,14.75,5.7608593109014565,0.746240629558507,0.7343806706964617,38.374753451676526,39.72123602892834,47.943377798911136,0.5351742274819198
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV143.rcp,EV143.rcp,TF (high SP),32,37,0.037298387096774195,7,18.0,6.524678426668135,0.2771133574914559,0.6150342641411843,59.09130752373996,36.65157048940833,51.67430445531768,0.550036523009496
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV144.rcp,EV144.rcp,TF (high SP),32,39,0.03931451612903226,11,16.727272727272727,4.825894341813454,0.645245670517286,0.7343806706964617,45.10716633793557,39.72123602892834,45.200818986372845,0.5364891518737672
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV145.rcp,EV145.rcp,TF (high SP),32,37,0.037298387096774195,7,18.0,5.3452248382484875,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,51.11981142607974,0.5850986121256392
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV146.rcp,EV146.rcp,TF (high SP),32,38,0.038306451612903226,11,17.0,5.592202363356254,0.645245670517286,0.6565276849329176,41.13019390581717,36.875346260387815,50.519865288569854,0.5588642659279778
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV147.rcp,EV147.rcp,TF (high SP),32,37,0.037298387096774195,13,15.384615384615385,6.391562485489535,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,53.9885125898982,0.5609934258582907
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV148.rcp,EV148.rcp,TF (high SP),32,38,0.038306451612903226,11,15.363636363636363,5.29618605950164,0.6565276849329176,0.6995144908036165,36.875346260387815,38.29362880886426,48.61900137824214,0.5180055401662049
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV149.rcp,EV149.rcp,TF (high SP),32,37,0.037298387096774195,12,16.333333333333332,6.612278141625791,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,48.85874928763679,0.5653761869978087
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV15.rcp,EV15.rcp,TF (high SP),32,37,0.037298387096774195,18,19.166666666666668,3.3374973990834644,0.6150342641411843,0.6150342641411843,36.65157048940833,36.65157048940833,57.19452341139976,0.5697589481373265
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV150.rcp,EV150.rcp,TF (high SP),32,38,0.038306451612903226,16,14.5,5.656854249492381,0.6722158648096406,0.6565276849329176,39.71191135734072,36.875346260387815,49.77576016630778,0.5443213296398892
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV151.rcp,EV151.rcp,TF (high SP),32,37,0.037298387096774195,12,16.916666666666668,6.089038420710522,0.645245670517286,0.6150342641411843,38.14755295836377,36.65157048940833,45.186303309324025,0.5544192841490139
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV152.rcp,EV152.rcp,TF (high SP),32,42,0.04233870967741935,16,13.6875,5.083290641897235,0.871654672225038,0.8576298592201868,39.47392290249433,40.63492063492063,44.50903498654364,0.4931972789115646
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV153.rcp,EV153.rcp,TF (high SP),32,38,0.038306451612903226,16,14.375,5.372092236736075,0.6995144908036165,0.6995144908036165,38.29362880886426,38.29362880886426,57.762582631878615,0.5498614958448753
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV154.rcp,EV154.rcp,TF (high SP),32,37,0.037298387096774195,13,14.0,5.710988059467872,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,53.186905184201606,0.5566106647187729
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV155.rcp,EV155.rcp,TF (high SP),32,39,0.03931451612903226,9,16.88888888888889,4.121608220220313,0.715537563594637,0.6995144908036165,42.414201183431956,41.067718606180144,50.92479234433073,0.5397764628533859
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV156.rcp,EV156.rcp,TF (high SP),32,37,0.037298387096774195,7,18.0,5.209880722517277,0.2771133574914559,0.6150342641411843,59.09130752373996,36.65157048940833,51.92690641349635,0.5405405405405406
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV157.rcp,EV157.rcp,TF (high SP),32,42,0.04233870967741935,13,15.846153846153847,4.687891995443874,0.8655870361137844,0.8655870361137844,42.956916099773245,42.956916099773245,43.69649701569383,0.4869614512471655
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV158.rcp,EV158.rcp,TF (high SP),32,40,0.04032258064516129,14,13.928571428571429,5.650085785875742,0.7873991574359426,0.7226748037400728,39.68,37.12,45.09508761850043,0.51625
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV159.rcp,EV159.rcp,TF (high SP),32,37,0.037298387096774195,11,15.272727272727273,5.188990251938304,0.645245670517286,0.645245670517286,38.14755295836377,38.14755295836377,46.99835542943511,0.5332359386413441
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV16.rcp,EV16.rcp,TF (high SP),32,38,0.038306451612903226,20,18.15,3.6093628246547893,0.6565276849329176,0.6722158648096406,36.875346260387815,39.71191135734072,59.308700454776144,0.5768698060941828
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV160.rcp,EV160.rcp,TF (high SP),32,38,0.038306451612903226,11,15.0,5.52679423766206,0.6995144908036165,0.645245670517286,38.29362880886426,41.13019390581717,51.4882453008049,0.5602493074792244
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV161.rcp,EV161.rcp,TF (high SP),32,37,0.037298387096774195,12,14.0,5.887840577551898,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,54.54386678717844,0.5653761869978087
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV162.rcp,EV162.rcp,TF (high SP),32,37,0.037298387096774195,11,15.181818181818182,6.027485256091191,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,53.3641030723227,0.5449233016800584
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV163.rcp,EV163.rcp,TF (high SP),32,40,0.04032258064516129,16,12.25,5.7282196186948,0.7777023694814582,0.7318890680872792,42.24,43.52,48.38679033814135,0.5725
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV164.rcp,EV164.rcp,TF (high SP),32,37,0.037298387096774195,12,16.416666666666668,6.343741447722752,0.5818786450459386,0.645245670517286,41.139517896274654,38.14755295836377,51.190094442318184,0.5719503287070855
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV165.rcp,EV165.rcp,TF (high SP),32,39,0.03931451612903226,14,13.285714285714286,5.884951406870281,0.746240629558507,0.6922390496806912,38.374753451676526,37.02827087442472,45.45784253547937,0.5410913872452333
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV166.rcp,EV166.rcp,TF (high SP),32,38,0.038306451612903226,12,16.0,7.222649560006817,0.6415518483235773,0.645245670517286,42.54847645429363,41.13019390581717,55.00447312396694,0.5720221606648199
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV167.rcp,EV167.rcp,TF (high SP),32,41,0.04133064516129032,13,14.076923076923077,5.967366877913683,0.8059138328361457,0.8328228358353933,40.81380130874479,39.595478881618085,43.19771562946166,0.48542534205829874
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV168.rcp,EV168.rcp,TF (high SP),32,38,0.038306451612903226,13,14.23076923076923,6.33857356137005,0.6995144908036165,0.645245670517286,38.29362880886426,41.13019390581717,52.33953182684896,0.5186980609418282
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV169.rcp,EV169.rcp,TF (high SP),32,37,0.037298387096774195,11,15.363636363636363,6.414085739040958,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,54.47481605398047,0.5661066471877284
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV17.rcp,EV17.rcp,TF (high SP),32,37,0.037298387096774195,21,18.904761904761905,3.5577515894005427,0.6150342641411843,0.5982301495385808,36.65157048940833,39.643535427319215,56.14776568265554,0.5799853907962017
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV170.rcp,EV170.rcp,TF (high SP),32,38,0.038306451612903226,9,16.444444444444443,5.619630496178574,0.6995144908036165,0.6565276849329176,38.29362880886426,36.875346260387815,45.252059228677794,0.53601108033241
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV171.rcp,EV171.rcp,TF (high SP),32,38,0.038306451612903226,8,17.75,5.3091901453988255,0.5067352576114265,0.6565276849329176,51.05817174515236,36.875346260387815,53.27511062296489,0.5567867036011079
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV172.rcp,EV172.rcp,TF (high SP),32,37,0.037298387096774195,11,16.09090909090909,4.94431805123169,0.5982301495385808,0.6150342641411843,39.643535427319215,36.65157048940833,54.399457144174974,0.5456537618699782
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV173.rcp,EV173.rcp,TF (high SP),32,38,0.038306451612903226,8,17.625,5.170529469986609,0.5067352576114265,0.6565276849329176,51.05817174515236,36.875346260387815,52.03458973887539,0.5457063711911357
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV174.rcp,EV174.rcp,TF (high SP),32,37,0.037298387096774195,13,16.23076923076923,7.556493347841731,0.4141240568744845,0.5982301495385808,47.12344777209642,39.643535427319215,55.125969282311786,0.5887509130752374
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV175.rcp,EV175.rcp,TF (high SP),32,38,0.038306451612903226,10,16.9,5.39351462406472,0.6722158648096406,0.6995144908036165,39.71191135734072,38.29362880886426,44.398343681258055,0.5394736842105262
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV176.rcp,EV176.rcp,TF (high SP),32,39,0.03931451612903226,14,16.714285714285715,5.872801368884133,0.6995144908036165,0.746240629558507,41.067718606180144,38.374753451676526,47.32025082768989,0.5660749506903353
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV177.rcp,EV177.rcp,TF (high SP),32,39,0.03931451612903226,13,17.0,4.755563543407303,0.6995144908036165,0.6922390496806912,41.067718606180144,37.02827087442472,48.170490744702846,0.514792899408284
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV178.rcp,EV178.rcp,TF (high SP),32,40,0.04032258064516129,10,17.8,5.81033561853358,0.7449993604961741,0.7873991574359426,40.96,39.68,52.842041917991516,0.49562500000000004
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV179.rcp,EV179.rcp,TF (high SP),32,37,0.037298387096774195,10,18.5,7.310950690573696,0.4141240568744845,0.645245670517286,51.611395178962745,38.14755295836377,54.58055355593541,0.596055514974434
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV18.rcp,EV18.rcp,TF (high SP),32,37,0.037298387096774195,16,19.0,3.6571847095819483,0.5818786450459386,0.645245670517286,41.139517896274654,38.14755295836377,56.38619136,0.6033601168736304
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV180.rcp,EV180.rcp,TF (high SP),32,37,0.037298387096774195,8,17.375,6.0608889612003285,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,48.35095874043173,0.5536888239590942
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV181.rcp,EV181.rcp,TF (high SP),32,37,0.037298387096774195,14,15.857142857142858,6.544977822260176,0.645245670517286,0.645245670517286,38.14755295836377,38.14755295836377,48.84251884249085,0.554419284149014
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV182.rcp,EV182.rcp,TF (high SP),32,38,0.038306451612903226,10,16.2,5.653317610041028,0.5818786450459386,0.6565276849329176,45.38504155124654,36.875346260387815,46.852290769654196,0.559556786703601
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV183.rcp,EV183.rcp,TF (high SP),32,37,0.037298387096774195,10,16.4,4.31740662898458,0.645245670517286,0.645245670517286,38.14755295836377,38.14755295836377,46.48515989737731,0.5493060628195764
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV184.rcp,EV184.rcp,TF (high SP),32,42,0.04233870967741935,14,14.142857142857142,6.208946803457352,0.8059138328361457,0.8576298592201868,41.795918367346935,40.63492063492063,48.45519814574029,0.49546485260770967
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV185.rcp,EV185.rcp,TF (high SP),32,38,0.038306451612903226,13,15.076923076923077,6.673270890552716,0.5818786450459386,0.6995144908036165,45.38504155124654,38.29362880886426,55.0782980279459,0.5699445983379502
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV186.rcp,EV186.rcp,TF (high SP),32,38,0.038306451612903226,13,14.23076923076923,6.014774708407573,0.6995144908036165,0.6722158648096406,38.29362880886426,39.71191135734072,56.82304309544583,0.5408587257617727
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV187.rcp,EV187.rcp,TF (high SP),32,40,0.04032258064516129,17,14.647058823529411,6.02876610603245,0.746240629558507,0.7226748037400728,40.96,37.12,45.62821131270357,0.545
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV188.rcp,EV188.rcp,TF (high SP),32,38,0.038306451612903226,13,16.0,6.65640235470275,0.6995144908036165,0.6565276849329176,38.29362880886426,36.875346260387815,45.182619356244544,0.5637119113573408
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV189.rcp,EV189.rcp,TF (high SP),32,37,0.037298387096774195,11,17.545454545454547,6.651912047246079,0.645245670517286,0.5818786450459386,38.14755295836377,41.139517896274654,49.74900442226084,0.5785244704163623
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV19.rcp,EV19.rcp,TF (high SP),32,38,0.038306451612903226,28,17.5,4.083940673977945,0.6565276849329176,0.6565276849329176,36.875346260387815,36.875346260387815,51.61759349590364,0.5692520775623269
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV190.rcp,EV190.rcp,TF (high SP),32,37,0.037298387096774195,9,17.666666666666668,4.594682917363407,0.5067352576114265,0.6150342641411843,45.62746530314098,36.65157048940833,47.95167608186682,0.5624543462381301
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV191.rcp,EV191.rcp,TF (high SP),32,41,0.04133064516129032,12,16.0,4.847679857416329,0.8046725637738128,0.8059138328361457,43.250446162998216,40.81380130874479,43.71718532548371,0.47947650208209397
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV192.rcp,EV192.rcp,TF (high SP),32,38,0.038306451612903226,14,13.5,5.653696641515683,0.645245670517286,0.6995144908036165,41.13019390581717,38.29362880886426,54.752580126791514,0.5554016620498615
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV193.rcp,EV193.rcp,TF (high SP),32,39,0.03931451612903226,12,15.0,5.744562646538029,0.746240629558507,0.746240629558507,38.374753451676526,38.374753451676526,43.69286014674689,0.5207100591715976
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV194.rcp,EV194.rcp,TF (high SP),32,38,0.038306451612903226,11,16.181818181818183,5.951595383030149,0.6415518483235773,0.6565276849329176,42.54847645429363,36.875346260387815,50.47092414992532,0.5311634349030471
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV195.rcp,EV195.rcp,TF (high SP),32,37,0.037298387096774195,12,14.75,5.959935681979575,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,48.27140691476356,0.5690284879474069
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV196.rcp,EV196.rcp,TF (high SP),32,37,0.037298387096774195,12,15.333333333333334,4.8876260995383936,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,55.680470646911886,0.5880204528853178
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV197.rcp,EV197.rcp,TF (high SP),32,38,0.038306451612903226,11,14.818181818181818,5.184209974321183,0.5818786450459386,0.6995144908036165,45.38504155124654,38.29362880886426,48.22325392564916,0.5602493074792243
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV198.rcp,EV198.rcp,TF (high SP),32,38,0.038306451612903226,12,15.583333333333334,5.392252672945593,0.6995144908036165,0.6565276849329176,38.29362880886426,36.875346260387815,47.68007795100445,0.567174515235457
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV199.rcp,EV199.rcp,TF (high SP),32,37,0.037298387096774195,14,13.571428571428571,5.7534373044577904,0.5818786450459386,0.645245670517286,41.139517896274654,38.14755295836377,52.766620543220185,0.5756026296566837
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV2.rcp,EV2.rcp,TF (high SP),32,38,0.038306451612903226,30,17.0,4.501851470969102,0.6995144908036165,0.6565276849329176,38.29362880886426,36.875346260387815,50.83534960534714,0.5837950138504155
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV20.rcp,EV20.rcp,TF (high SP),32,39,0.03931451612903226,22,18.727272727272727,4.46381225352397,0.746240629558507,0.6922390496806912,38.374753451676526,37.02827087442472,53.65441765519511,0.5647600262984878
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV200.rcp,EV200.rcp,TF (high SP),32,38,0.038306451612903226,14,13.285714285714286,6.076048662324783,0.5818786450459386,0.6995144908036165,45.38504155124654,38.29362880886426,53.11924499835485,0.5346260387811634
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV201.rcp,EV201.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,6.874976808866266,0.2771133574914559,0.6150342641411843,59.09130752373996,36.65157048940833,51.247708780205976,0.5471146822498174
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV202.rcp,EV202.rcp,TF (high SP),32,37,0.037298387096774195,7,14.0,7.3484692283495345,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,50.95862623931494,0.5441928414901389
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV203.rcp,EV203.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,6.791351042288408,0.2771133574914559,0.645245670517286,59.09130752373996,38.14755295836377,50.880723397734386,0.5588020452885318
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV204.rcp,EV204.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,5.383269623261935,0.2771133574914559,0.5500569563964232,59.09130752373996,42.635500365230094,50.03377095275412,0.5858290723155588
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV205.rcp,EV205.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,6.854166020511518,0.2771133574914559,0.645245670517286,59.09130752373996,38.14755295836377,50.79252298539751,0.5829072315558802
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV206.rcp,EV206.rcp,TF (high SP),32,37,0.037298387096774195,8,13.375,6.872726896945637,0.5818786450459386,0.6150342641411843,41.139517896274654,36.65157048940833,46.65679235683193,0.5405405405405406
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV207.rcp,EV207.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,7.159979477795239,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,50.88919159745331,0.5412710007304602
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV208.rcp,EV208.rcp,TF (high SP),32,37,0.037298387096774195,9,12.222222222222221,6.8439393753042195,0.5067352576114265,0.645245670517286,45.62746530314098,38.14755295836377,49.05628724970535,0.5675675675675677
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV209.rcp,EV209.rcp,TF (high SP),32,39,0.03931451612903226,9,12.666666666666666,6.236095644623236,0.6995144908036165,0.746240629558507,41.067718606180144,38.374753451676526,45.81221303948577,0.5358316896778434
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV21.rcp,EV21.rcp,TF (high SP),32,38,0.038306451612903226,17,19.058823529411764,4.207424645234745,0.6995144908036165,0.6995144908036165,38.29362880886426,38.29362880886426,46.65209234004626,0.5879501385041551
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV210.rcp,EV210.rcp,TF (high SP),32,38,0.038306451612903226,11,12.0,7.507571935295483,0.5818786450459386,0.5818786450459386,45.38504155124654,45.38504155124654,52.23108850122535,0.5560941828254846
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV211.rcp,EV211.rcp,TF (high SP),32,37,0.037298387096774195,10,13.0,7.334848328356899,0.4141240568744845,0.645245670517286,51.611395178962745,38.14755295836377,52.96358804566122,0.5624543462381301
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV212.rcp,EV212.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,6.770283206327306,0.4141240568744845,0.6150342641411843,51.611395178962745,36.65157048940833,51.42714434472024,0.5507669831994156
dataset\MT_Vanhoucke\MT30\Set 4.3 TF (high SP)\EV213.rcp,EV213.rcp,TF (high SP),32,37,0.037298387096774195,7,14.142857142857142,7.337352021940719,0.2771133574914559,0.6150342641411843,59.09130752373996,36.65157048940833,51.071015257358006,0.5463842220598978
